;;;;;
Date;Apple;Paypal;BlackRock;Ford;American Airlines
2017-09-20;37.356792;64.739998;398.624695;9.949656;44.172607
2017-09-21;36.715305;64.629997;398.220673;9.958153;45.018723
2017-09-22;36.356277;65.080002;399.928741;10.060114;45.767578
2017-09-25;36.035534;63.500000;401.894043;10.145080;46.390007
2017-09-26;36.655476;62.939999;398.927734;10.136583;46.273296
2017-09-27;36.916378;63.330002;402.601135;10.153578;45.563339
2017-09-28;36.688988;63.930000;409.681519;10.162074;46.185772
2017-09-29;36.890041;64.029999;410.581512;10.170570;46.185772
2017-10-02;36.815842;64.180000;413.208008;10.272532;46.419174
2017-10-03;36.976215;64.220001;413.979370;10.484950;49.122822
2017-10-04;36.736858;64.010002;420.517944;10.450964;49.336784
2017-10-05;37.194031;65.820000;426.505585;10.408480;49.171459
2017-10-06;37.172482;66.050003;425.394379;10.459460;49.891129
2017-10-09;37.301739;66.230003;424.687225;10.484950;49.210358
2017-10-10;37.316097;66.040001;427.479004;10.527433;51.573627
2017-10-11;37.471695;67.779999;435.229797;10.518936;51.379108
2017-10-12;37.340038;68.860001;441.345947;10.298023;51.204060
2017-10-13;37.577011;68.660004;436.662445;10.238545;51.252682
2017-10-16;38.268757;67.309998;438.930756;10.298023;50.834488
2017-10-17;38.409981;66.669998;436.717560;10.425473;50.639996
2017-10-18;38.240032;67.260002;438.508301;10.357498;50.601082
2017-10-19;37.335255;67.250000;437.856323;10.391485;50.095364
2017-10-20;37.399876;70.970001;437.700165;10.408689;50.503826
2017-10-23;37.380730;69.800003;435.652191;10.357078;49.579914
2017-10-24;37.603333;70.209999;435.036987;10.486110;50.523281
2017-10-25;37.438175;71.019997;430.840149;10.357078;49.618820
2017-10-26;37.677536;71.339996;434.816589;10.554929;47.275002
2017-10-27;39.027523;71.059998;436.331848;10.374282;46.253845
2017-10-30;39.905975;71.150002;433.723694;10.408689;45.952354
2017-10-31;40.461285;72.559998;432.382965;10.554929;45.534168
2017-11-01;39.946659;72.379997;430.968658;10.623746;46.526157
2017-11-02;40.238678;72.250000;436.138947;10.683961;46.059338
2017-11-03;41.289471;73.389999;439.986816;10.632349;46.146866
2017-11-06;41.708344;74.739998;436.772552;10.606541;46.205212
2017-11-07;41.842384;74.410004;434.715576;10.460303;45.184052
2017-11-08;42.184669;74.769997;433.641083;10.374282;45.096523
2017-11-09;42.098503;74.099998;428.498322;10.357078;44.513004
2017-11-10;41.959171;73.989998;427.791260;10.331271;44.659203
2017-11-13;41.791023;74.029999;427.130066;10.460303;44.581234
2017-11-14;41.159245;74.489998;432.034058;10.339873;44.649452
2017-11-15;40.616352;73.430000;432.079895;10.322669;45.994492
2017-11-16;41.101593;77.699997;435.312469;10.357078;46.472088
2017-11-17;40.873390;76.379997;435.284851;10.331271;46.189426
2017-11-20;40.832546;76.010002;436.001221;10.434497;46.481831
2017-11-21;41.591640;77.769997;442.053070;10.425896;47.417511
2017-11-22;42.028839;77.570000;439.830719;10.382884;47.427250
2017-11-24;42.031242;78.570000;440.565369;10.408689;47.329792
2017-11-27;41.819843;77.839996;442.604034;10.417291;47.193333
2017-11-28;41.574829;77.790001;452.797729;10.503314;47.973068
2017-11-29;40.712433;73.250000;459.924042;10.804394;48.002308
2017-11-30;41.281757;75.730003;460.263824;10.769984;49.210892
2017-12-01;41.089584;75.300003;463.392548;10.821597;47.758644
2017-12-04;40.789307;70.970001;473.932678;10.864608;48.665089
2017-12-05;40.750870;71.199997;472.658966;10.692563;48.216732
2017-12-06;40.599529;73.139999;472.382111;10.649552;48.353184
2017-12-07;40.674004;73.690002;472.926636;10.778586;49.591007
2017-12-08;40.686008;72.910004;475.769318;10.847403;49.727470
2017-12-11;41.478737;73.290001;472.668213;10.821597;50.000374
2017-12-12;41.245724;73.620003;477.836700;10.838800;49.191406
2017-12-13;41.382652;74.089996;473.055847;10.864608;48.821030
2017-12-14;41.370640;74.260002;467.702789;10.718369;48.937988
2017-12-15;41.791023;75.650002;472.428284;10.821597;49.766453
2017-12-18;42.379566;75.320000;478.879578;10.890413;50.185558
2017-12-19;41.927948;74.500000;476.073853;10.916221;50.136829
2017-12-20;41.882305;74.000000;474.901733;10.942027;50.604664
2017-12-21;42.040852;74.019997;474.015747;10.864608;51.452625
2017-12-22;42.040852;73.889999;472.658966;10.821597;51.257690
2017-12-26;40.974274;74.269997;474.135651;10.838800;51.511105
2017-12-27;40.981483;74.589996;474.689453;10.752779;51.072510
2017-12-28;41.096786;74.169998;478.067383;10.821597;51.130981
2017-12-29;40.652374;73.620003;474.126526;10.744176;50.711876
2018-01-02;41.380238;73.839996;469.751709;10.890413;51.647556
2018-01-03;41.373032;76.750000;474.707947;10.976439;51.014027
2018-01-04;41.565216;76.730003;480.974701;11.165686;51.335667
2018-01-05;42.038452;78.699997;485.072662;11.354935;51.316177
2018-01-08;41.882305;79.050003;488.690521;11.311922;50.809345
2018-01-09;41.877506;79.190002;492.797668;11.251708;50.760616
2018-01-10;41.867889;79.370003;490.610291;11.208695;52.417542
2018-01-11;42.105709;79.750000;496.470978;11.320525;54.990665
2018-01-12;42.540501;80.540001;512.724060;11.380741;56.988728
2018-01-16;42.324310;80.419998;519.618469;11.268913;56.511139
2018-01-17;43.023350;82.470001;532.087402;10.477509;56.686577
2018-01-18;43.061787;82.940002;534.588562;10.382884;56.862022
2018-01-19;42.869610;83.839996;544.778015;10.322669;56.589123
2018-01-22;42.518894;83.980003;547.546875;10.339873;56.628101
2018-01-23;42.528496;84.209999;544.242554;10.288259;56.813286
2018-01-24;41.851074;83.709999;542.387512;10.365680;53.401958
2018-01-25;41.103992;84.339996;531.155212;9.952772;51.706036
2018-01-26;41.200081;85.449997;541.584473;10.021590;51.725533
2018-01-29;40.347298;84.309998;530.158508;9.801238;51.345413
2018-01-30;40.109482;83.779999;518.963135;9.748354;51.257690
2018-01-31;40.219990;85.320000;518.510986;9.669026;52.943863
2018-02-01;40.304066;78.400002;521.639709;9.624957;52.515015
2018-02-02;38.555264;76.570000;506.069519;9.439862;50.780106
2018-02-05;37.591980;74.705002;484.518890;9.025600;48.592651
2018-02-06;39.163017;75.680000;493.978943;9.483932;49.979340
2018-02-07;38.324650;75.589996;491.247162;9.483932;50.194183
2018-02-08;37.270084;72.320000;470.130127;9.193069;47.459862
2018-02-09;37.725952;74.750000;481.325500;9.281209;47.225498
2018-02-12;39.245506;75.279999;484.897278;9.431047;48.914917
2018-02-13;39.638657;74.970001;481.103912;9.334092;49.676613
2018-02-14;40.369492;77.269997;498.335327;9.466303;49.871922
2018-02-15;41.725037;78.294998;498.990601;9.483932;50.457844
2018-02-16;41.589962;78.370003;499.405945;9.351720;50.369961
2018-02-20;41.450069;77.059998;500.790375;9.369350;50.506680
2018-02-21;41.261936;76.510002;501.676361;9.342908;51.541805
2018-02-22;41.606850;77.699997;497.957001;9.369350;51.737114
2018-02-23;42.330452;79.690002;507.389435;9.431047;52.137501
2018-02-26;43.167404;79.349998;520.513733;9.598516;53.709732
2018-02-27;43.027515;79.459999;510.176819;9.351720;52.987091
2018-02-28;42.962379;79.410004;507.094055;9.351720;52.977322
2018-03-01;42.209846;78.639999;494.311371;9.069672;52.225388
2018-03-02;42.501698;78.870003;496.157104;9.166625;51.932419
2018-03-05;42.648827;79.070000;503.245422;9.325278;51.942188
2018-03-06;42.612656;79.230003;509.072205;9.369350;52.313274
2018-03-07;42.217075;79.519997;507.930969;9.369350;52.840611
2018-03-08;42.677765;79.870003;513.461060;9.351720;53.504654
2018-03-09;43.411015;80.709999;535.534424;9.457488;54.754623
2018-03-12;43.830696;80.599998;530.533325;9.528003;55.174538
2018-03-13;43.408604;80.199997;523.361206;9.501560;54.910870
2018-03-14;43.039566;83.309998;518.629150;9.713098;53.983154
2018-03-15;43.090221;82.570000;517.673401;9.757168;53.875736
2018-03-16;42.938263;82.160004;522.989929;9.827681;54.100346
2018-03-19;42.282200;80.300003;513.869263;9.704285;53.338638
2018-03-20;42.267731;80.860001;517.293030;9.686653;54.022221
2018-03-21;41.310173;81.040001;523.453796;9.783608;52.821072
2018-03-22;40.726467;78.559998;500.498962;9.475119;51.082836
2018-03-23;39.783379;76.440002;483.528656;9.307652;49.813328
2018-03-26;41.671970;78.949997;501.705170;9.545631;50.643394
2018-03-27;40.603455;76.309998;493.716370;9.545631;49.705917
2018-03-28;40.154827;75.059998;489.930847;9.572072;49.657082
2018-03-29;40.468391;75.870003;502.633057;9.765981;50.741039
2018-04-02;40.203072;75.000000;481.552338;9.572072;48.612186
2018-04-03;40.615520;74.559998;490.580292;9.827681;50.262543
2018-04-04;41.392178;74.779999;497.613342;9.986334;50.819168
2018-04-05;41.679203;76.949997;499.552643;10.003963;50.916813
2018-04-06;40.613106;73.860001;482.405945;9.854123;49.110222
2018-04-09;41.015907;75.190002;483.538055;9.915821;48.651249
2018-04-10;41.787750;76.790001;495.432983;10.092102;46.346611
2018-04-11;41.592369;76.500000;487.407104;10.074474;44.334946
2018-04-12;42.002415;77.459999;494.551453;9.968706;45.477493
2018-04-13;42.144722;77.269997;486.906036;9.942263;44.793915
2018-04-16;42.407627;77.800003;486.980255;10.030404;45.311485
2018-04-17;42.991322;80.029999;488.826782;10.030404;44.676727
2018-04-18;42.894844;80.339996;485.467804;9.986334;46.639568
2018-04-19;41.679203;79.680000;487.175079;9.789824;45.780220
2018-04-20;39.971523;78.730003;486.581207;9.664770;45.682560
2018-04-23;39.855740;78.209999;482.340973;9.861280;45.584911
2018-04-24;39.300983;75.279999;476.634796;9.789824;44.618134
2018-04-25;39.472229;74.000000;475.261505;9.923807;44.188461
2018-04-26;39.609722;76.029999;485.003906;10.209641;41.376022
2018-04-27;39.151443;74.129997;486.794800;10.263235;42.381859
2018-04-30;39.860565;74.610001;483.871979;10.039927;41.922886
2018-05-01;40.786770;74.809998;480.596619;10.057794;42.342793
2018-05-02;42.588531;71.730003;477.646088;10.013129;41.249073
2018-05-03;42.665707;73.449997;474.751221;10.004200;41.122124
2018-05-04;44.339626;73.989998;482.851349;10.147115;41.854527
2018-05-07;44.660423;74.669998;485.820435;10.129251;41.541302
2018-05-08;44.875103;75.720001;482.415253;10.066726;42.089439
2018-05-09;45.191067;77.010002;493.011139;9.879146;40.621204
2018-05-10;45.837475;79.190002;497.567017;10.013129;41.149773
2018-05-11;45.663143;79.199997;501.436127;9.995266;41.697918
2018-05-14;45.556606;78.809998;500.814453;9.986335;41.560879
2018-05-15;45.142567;77.790001;494.737000;10.022063;42.275425
2018-05-16;45.563873;77.820000;495.377350;10.182844;43.126999
2018-05-17;45.275738;79.190002;496.936066;10.236438;42.706100
2018-05-18;45.111092;80.790001;499.636047;10.120317;42.461399
2018-05-21;45.430706;81.250000;504.265930;10.281099;43.342335
2018-05-22;45.316906;80.620003;507.420715;10.290033;41.971981
2018-05-23;45.607460;81.080002;503.505096;10.218573;41.893673
2018-05-24;45.556606;81.550003;501.807281;10.379354;42.637589
2018-05-25;45.660728;80.959999;500.675323;10.281099;43.958996
2018-05-29;45.496067;80.730003;486.432831;10.218573;42.666946
2018-05-30;45.399216;81.599998;495.739105;10.316831;42.383091
2018-05-31;45.246677;82.070000;495.683411;10.316831;42.618011
2018-06-01;46.062668;83.250000;500.164978;10.459747;43.068272
2018-06-04;46.447643;84.570000;501.658752;10.486544;43.910057
2018-06-05;46.805992;85.050003;495.822693;10.566935;43.244461
2018-06-06;46.968220;85.209999;514.815979;10.691988;43.254242
2018-06-07;46.842308;83.269997;512.278625;10.745580;42.911655
2018-06-08;46.416172;84.339996;512.530334;10.808107;42.197113
2018-06-11;46.302372;83.889999;512.203918;10.745580;43.224880
2018-06-12;46.556599;85.019997;510.384827;10.817039;42.490761
2018-06-13;46.174034;85.269997;496.447693;10.736650;42.011131
2018-06-14;46.198250;85.610001;488.229004;10.620530;42.167755
2018-06-15;45.723675;85.309998;489.311188;10.611596;41.864315
2018-06-18;45.699455;85.849998;492.128448;10.709852;41.541302
2018-06-19;44.960968;84.519997;491.260864;10.620530;40.631001
2018-06-20;45.157097;85.949997;491.232941;10.602664;41.139980
2018-06-21;44.905289;85.970001;489.740295;10.459747;40.611423
2018-06-22;44.774529;85.120003;487.650635;10.406152;40.474384
2018-06-25;44.108677;82.190002;480.560852;10.272168;38.839748
2018-06-26;44.655884;82.320000;476.558777;10.290033;38.262241
2018-06-27;44.590508;80.669998;469.730164;10.200710;37.449818
2018-06-28;44.914970;82.480003;468.088257;10.075657;37.391087
2018-06-29;44.820538;83.269997;465.541504;9.888079;37.156174
2018-07-02;45.321751;83.889999;465.989349;9.914875;37.547703
2018-07-03;44.532402;83.269997;458.311768;9.816618;36.950615
2018-07-05;44.890747;84.589996;458.955444;9.870214;37.185535
2018-07-06;45.513023;85.940002;458.684906;9.879146;37.283417
2018-07-09;46.144978;86.230003;470.261902;10.004200;38.477585
2018-07-10;46.089294;86.169998;471.036194;10.048861;38.291603
2018-07-11;45.491234;86.250000;469.142426;9.888079;35.198521
2018-07-12;46.253941;89.129997;472.659393;9.870214;35.560692
2018-07-13;46.326584;87.989998;473.051117;9.807687;36.333954
2018-07-16;46.224888;87.769997;470.131317;9.691567;36.490562
2018-07-17;46.355640;88.580002;470.989502;9.700499;36.588451
2018-07-18;46.101398;88.220001;476.558777;9.709430;37.557487
2018-07-19;46.459751;87.379997;470.998871;9.664770;37.322571
2018-07-20;46.353214;87.470001;469.030518;9.565134;37.077866
2018-07-23;46.394367;89.239998;474.375824;9.483612;37.234474
2018-07-24;46.730930;91.410004;474.730347;9.574190;36.656971
2018-07-25;47.171604;91.370003;478.088684;9.528902;37.381298
2018-07-26;47.023903;89.139999;471.204071;8.958256;39.172543
2018-07-27;46.241833;85.459999;469.161102;8.994487;38.849537
2018-07-30;45.982750;82.389999;466.604980;9.121297;38.144783
2018-07-31;46.074760;82.139999;469.011810;9.094123;38.702713
2018-08-01;48.789028;83.459999;447.266479;8.967312;37.332352
2018-08-02;50.215172;85.529999;443.404449;8.985428;37.126804
2018-08-03;50.360447;85.190002;450.018494;9.094123;37.606434
2018-08-06;50.621956;85.769997;451.007355;9.085064;37.694752
2018-08-07;50.147373;86.300003;454.738892;9.130355;37.547546
2018-08-08;50.181278;86.739998;454.356384;9.103181;37.665310
2018-08-09;50.575943;87.169998;451.604401;8.976371;37.213875
2018-08-10;50.425297;87.010002;446.800110;8.822386;36.566166
2018-08-13;50.750893;87.010002;443.479095;8.568765;36.104919
2018-08-14;50.964718;87.730003;445.176941;8.604998;36.399330
2018-08-15;51.083775;85.190002;439.215881;8.559706;36.742809
2018-08-16;51.832146;85.320000;442.751434;8.614056;37.449406
2018-08-17;52.867237;85.449997;442.322327;8.650288;37.086296
2018-08-20;52.352116;85.750000;443.637604;8.804271;39.245338
2018-08-21;52.250061;86.220001;443.049988;8.931081;39.578999
2018-08-22;52.252495;86.949997;445.932587;8.777096;38.460224
2018-08-23;52.359406;87.379997;438.880005;8.722750;38.106937
2018-08-24;52.522209;90.099998;445.456757;8.768039;38.097118
2018-08-27;52.954708;89.970001;451.147247;9.048834;38.784088
2018-08-28;53.382347;90.610001;450.904785;9.066948;39.932289
2018-08-29;54.179314;92.620003;452.649170;9.030718;39.745834
2018-08-30;54.677422;92.089996;443.367096;8.786155;39.647697
2018-08-31;55.309166;92.330002;446.902710;8.586881;39.726204
2018-09-04;55.486542;93.070000;443.842896;8.577824;40.010807
2018-09-05;55.124504;89.050003;446.137756;8.595939;38.931290
2018-09-06;54.208473;89.000000;443.179840;8.541593;37.763451
2018-09-07;53.771114;88.820000;442.691559;8.396666;37.714378
2018-09-10;53.049461;89.800003;444.860687;8.496303;38.695759
2018-09-11;54.390709;91.430000;442.400482;8.432898;39.431789
2018-09-12;53.715229;92.400002;441.348785;8.460072;38.528919
2018-09-13;55.012730;92.190002;440.381592;8.487244;38.744823
2018-09-14;54.388279;90.779999;447.029877;8.559706;38.999989
2018-09-17;52.940132;88.680000;442.184509;8.650288;39.569183
2018-09-18;53.027596;89.720001;443.405243;8.677460;40.030434
2018-09-19;53.059189;89.309998;454.053680;8.858618;40.825348
2018-09-20;53.462528;90.599998;457.434204;8.885792;41.109947
2018-09-21;52.886673;90.620003;457.875519;8.922024;42.788105
2018-09-24;53.647190;89.620003;452.673309;8.686519;41.198277
2018-09-25;53.987362;90.040001;449.875031;8.505360;40.050060
2018-09-26;53.557297;89.849998;445.874817;8.396666;40.275780
2018-09-27;54.657978;88.989998;448.748199;8.360434;40.727211
2018-09-28;54.849937;87.839996;442.588257;8.378550;40.560383
2018-10-01;55.219261;87.550003;444.597748;8.441955;38.872402
2018-10-02;55.710079;86.680000;448.109741;8.333261;37.783073
2018-10-03;56.387985;87.150002;445.442871;8.269855;38.077488
2018-10-04;55.396641;84.339996;445.236328;8.287971;37.213875
2018-10-05;54.497620;83.180000;442.146851;8.260797;35.761436
2018-10-08;54.371277;80.550003;442.710358;8.387608;35.231495
2018-10-09;55.124504;80.029999;431.676819;8.106812;32.925251
2018-10-10;52.570805;75.449997;400.736115;7.989059;31.021378
2018-10-11;52.106712;75.900002;392.209869;7.980003;30.687708
2018-10-12;53.967926;79.029999;401.618866;7.826019;30.334414
2018-10-15;52.813778;77.230003;400.905151;7.980003;31.188215
2018-10-16;53.977646;80.610001;383.120148;7.970944;32.660275
2018-10-17;53.744381;80.089996;386.735321;7.934714;32.944885
2018-10-18;52.488186;77.480003;375.485901;7.708267;31.462999
2018-10-19;53.287582;84.779999;377.157379;7.699208;31.443371
2018-10-22;53.613182;85.430000;368.433868;7.754531;31.561134
2018-10-23;54.118568;87.570000;363.860809;7.920503;31.777042
2018-10-24;52.262215;83.089996;355.569336;7.542458;29.775028
2018-10-25;53.406643;85.959999;368.058289;8.289328;31.767223
2018-10-26;52.556217;83.370003;363.334961;8.280106;31.855549
2018-10-29;51.569733;81.150002;366.828156;8.556725;31.992941
2018-10-30;51.827282;80.900002;379.204407;8.722695;34.014580
2018-10-31;53.178249;84.190002;386.331604;8.805681;34.426765
2018-11-01;53.994656;85.040001;387.805786;8.565945;35.692741
2018-11-02;50.413158;83.510002;384.772797;8.648931;35.653492
2018-11-05;48.982002;84.050003;385.937256;8.787239;35.151604
2018-11-06;49.511700;84.690002;388.218933;8.796461;34.610352
2018-11-07;51.013309;88.230003;398.829926;8.851785;36.381710
2018-11-08;50.835320;89.040001;395.693634;8.722695;36.273464
2018-11-09;49.855137;86.760002;388.707336;8.648931;35.643646
2018-11-12;47.343723;83.779999;380.697510;8.750357;36.273464
2018-11-13;46.870705;83.779999;382.472260;8.796461;37.178822
2018-11-14;45.546726;84.050003;377.467316;8.796461;37.503567
2018-11-15;46.670769;86.739998;382.068451;8.584388;37.218185
2018-11-16;47.187675;85.059998;385.937256;8.344650;36.165215
2018-11-19;45.317532;80.129997;382.913513;8.529062;35.250008
2018-11-20;43.152348;77.760002;378.349884;8.353872;35.023674
2018-11-21;43.103588;79.120003;382.763306;8.399974;35.732208
2018-11-23;42.008812;77.949997;381.814880;8.418415;37.346115
2018-11-26;42.576923;80.860001;392.970428;8.667371;37.493725
2018-11-27;42.484268;81.970001;391.721558;8.556725;37.680706
2018-11-28;44.117905;85.980003;401.215027;8.676593;38.320358
2018-11-29;43.778992;84.260002;397.149109;8.639710;37.808640
2018-11-30;43.542480;85.809998;401.909943;8.676593;39.520947
2018-12-03;45.063950;87.980003;408.351593;8.851785;39.019066
2018-12-04;43.081646;84.190002;383.824432;8.464518;36.106163
2018-12-06;42.601311;85.820000;378.723999;8.316989;36.352184
2018-12-07;41.082272;82.769997;371.977112;8.132576;33.035812
2018-12-10;41.352917;84.930000;372.128571;7.855958;33.301517
2018-12-11;41.116405;85.510002;364.936920;7.874399;33.557377
2018-12-12;41.231007;86.500000;369.109924;7.966605;33.803402
2018-12-13;41.682083;87.559998;366.460419;7.837517;31.943476
2018-12-14;40.348351;85.919998;361.757446;7.855958;31.894270
2018-12-17;39.972862;84.099998;357.925079;7.837517;31.530161
2018-12-18;40.492210;85.510002;362.751068;7.809855;33.006290
2018-12-19;39.229183;84.029999;352.190704;7.671545;31.904110
2018-12-20;38.239254;82.440002;351.698669;7.616223;31.382545
2018-12-21;36.751911;78.139999;349.323547;7.422589;30.290211
2018-12-24;35.800995;77.059998;342.330597;7.035324;29.247076
2018-12-26;38.322155;82.800003;360.744965;7.238178;31.776180
2018-12-27;38.073456;84.309998;366.961945;7.238178;31.530161
2018-12-28;38.092960;83.260002;367.368805;7.201295;31.323498
2018-12-31;38.461140;84.089996;371.712189;7.053765;31.599045
2019-01-02;38.505024;85.750000;368.494873;7.284280;31.963160
2019-01-03;34.669640;82.089996;357.669617;7.173633;29.581665
2019-01-04;36.149662;86.269997;370.765961;7.450252;31.530161
2019-01-07;36.069202;86.930000;371.797333;7.643884;32.425678
2019-01-08;36.756794;88.699997;376.528687;7.717649;31.904110
2019-01-09;37.380985;89.550003;378.686127;8.040372;32.888199
2019-01-10;37.500465;90.699997;378.033264;7.994267;31.530161
2019-01-11;37.132290;90.650002;376.528687;8.132576;31.293980
2019-01-14;36.573921;90.430000;375.118713;8.289328;31.205410
2019-01-15;37.322472;91.599998;379.178223;8.151017;31.589205
2019-01-16;37.778423;90.550003;390.845673;7.643884;32.317429
2019-01-17;38.002739;90.400002;390.353607;7.708428;33.045654
2019-01-18;38.236813;91.120003;396.911224;7.911282;33.429451
2019-01-22;37.378555;89.940002;391.375641;7.837517;32.219025
2019-01-23;37.529724;90.500000;386.530701;7.689988;31.146364
2019-01-24;37.232254;92.199997;384.713867;7.929724;33.124386
2019-01-25;38.466007;94.279999;387.921722;8.169458;34.423378
2019-01-28;38.110027;92.300003;383.578278;7.985046;35.988075
2019-01-29;37.715031;91.120003;385.716919;8.077253;35.712532
2019-01-30;40.292267;92.419998;386.388733;8.171064;35.761734
2019-01-31;40.582428;88.760002;392.776062;8.255496;35.200806
2019-02-01;40.601936;90.010002;394.413116;8.180448;35.535397
2019-02-04;41.755226;91.660004;395.520203;8.161684;36.194733
2019-02-05;42.469643;92.269997;395.122772;8.208590;36.441425
2019-02-06;42.484268;92.250000;394.015747;8.180448;36.273670
2019-02-07;41.679646;90.849998;392.709839;7.795816;35.691479
2019-02-08;41.728615;91.870003;389.634430;7.870865;35.523724
2019-02-11;41.488640;92.690002;390.523987;7.814578;36.105923
2019-02-12;41.846161;94.379997;402.645599;7.936534;35.277035
2019-02-13;41.672295;94.010002;404.481384;7.889627;35.730949
2019-02-14;41.824120;94.419998;400.630035;7.899010;35.632275
2019-02-15;41.731060;94.910004;408.739594;8.011583;34.586296
2019-02-19;41.855953;95.019997;407.906891;8.283641;35.000740
2019-02-20;42.125313;94.730003;413.726410;8.386833;34.596169
2019-02-21;41.887783;94.959999;411.644531;8.171064;34.517223
2019-02-22;42.355495;95.980003;413.253326;8.171064;35.020477
2019-02-25;42.664028;96.699997;415.344482;8.217972;35.425056
2019-02-26;42.688511;96.589996;416.858521;8.330546;35.770420
2019-02-27;42.820747;97.860001;418.259003;8.236733;35.217827
2019-02-28;42.399570;98.070000;419.403961;8.227353;35.158627
2019-03-01;42.845234;98.800003;419.924438;8.246116;34.181717
2019-03-04;43.060719;96.570000;413.830444;8.264878;33.273895
2019-03-05;42.982357;96.529999;412.390747;8.227353;32.790375
2019-03-06;42.735043;96.459999;409.854553;8.049109;32.326591
2019-03-07;42.240398;96.209999;403.494965;7.955296;31.793739
2019-03-08;42.340797;95.690002;401.702454;7.899010;31.487839
2019-03-11;43.807579;97.449997;408.176422;8.077252;31.625986
2019-03-12;44.299774;97.500000;407.928558;8.039727;30.510935
2019-03-13;44.495667;99.309998;411.742401;8.002203;31.418764
2019-03-14;44.990303;99.029999;413.449097;7.889627;31.704927
2019-03-15;45.575550;100.730003;413.372833;7.908391;31.014191
2019-03-18;46.040817;100.269997;419.980286;8.039727;30.964848
2019-03-19;45.675953;101.540001;414.345367;8.161684;31.172075
2019-03-20;46.075096;102.309998;409.911774;7.983441;30.550406
2019-03-21;47.772057;104.150002;410.331268;8.152303;31.033924
2019-03-22;46.782772;101.269997;397.936310;8.011583;30.165567
2019-03-25;46.217113;101.550003;396.077026;7.983441;29.810328
2019-03-26;45.739620;103.150002;402.999176;8.217972;29.810328
2019-03-27;46.151005;103.070000;400.110168;8.086635;30.530672
2019-03-28;46.212219;103.860001;405.192108;8.227353;30.491201
2019-03-29;46.513416;103.839996;407.480438;8.236733;31.339823
2019-04-01;46.829304;105.550003;417.987579;8.424358;31.922018
2019-04-02;47.510036;105.230003;416.137878;8.452501;32.553551
2019-04-03;47.835732;104.690002;418.635925;8.565078;33.264023
2019-04-04;47.918972;104.459999;421.276978;8.668272;33.481117
2019-04-05;48.239758;105.730003;424.385284;8.677652;33.609398
2019-04-08;48.998871;106.570000;425.376892;8.724559;33.431778
2019-04-09;48.851940;106.930000;419.341431;8.640128;32.869320
2019-04-10;49.126194;107.510002;422.154175;8.752703;33.569927
2019-04-11;48.717262;106.459999;425.348297;8.808990;34.349472
2019-04-12;48.697666;108.480003;433.204834;8.865276;34.231064
2019-04-15;48.785820;108.139999;430.830658;8.752703;33.303497
2019-04-16;48.790722;108.199997;444.827484;8.780846;33.579788
2019-04-17;49.740826;108.809998;445.733276;8.912184;33.925163
2019-04-18;49.919586;107.360001;444.017029;8.959090;33.915291
2019-04-22;50.083645;106.809998;442.424744;8.912184;33.037071
2019-04-23;50.806026;106.900002;451.968903;9.055160;33.520588
2019-04-24;50.727665;107.220001;457.823151;9.121881;33.540325
2019-04-25;50.267300;110.220001;452.369385;8.959842;32.967995
2019-04-26;50.027325;110.559998;456.688507;9.922548;32.622623
2019-04-29;50.103237;112.440002;457.508484;9.836762;33.323235
2019-04-30;49.138439;112.769997;462.657196;9.960675;33.727802
2019-05-01;51.550426;110.940002;456.831543;9.817699;33.461376
2019-05-02;51.214951;109.699997;454.238129;9.855827;33.500854
2019-05-03;51.851620;111.959999;460.044678;9.922548;34.329735
2019-05-06;51.050892;110.849998;454.199982;9.884421;34.290264
2019-05-07;49.674709;108.949997;442.186340;9.893953;33.557953
2019-05-08;49.684498;109.070000;443.807251;9.855827;33.399609
2019-05-09;49.150684;109.730003;442.615448;9.722382;33.597534
2019-05-10;48.469784;110.410004;441.452209;9.893953;33.637119
2019-05-13;45.652740;106.830002;422.173248;9.608002;31.806326
2019-05-14;46.375435;109.089996;425.109894;9.760509;32.004253
2019-05-15;46.930973;111.500000;423.679718;9.874889;31.826118
2019-05-16;46.724491;113.870003;426.425720;9.913016;31.984455
2019-05-17;46.459011;112.800003;421.010010;9.808168;31.410477
2019-05-20;45.006248;112.150002;417.701508;9.798635;30.638575
2019-05-21;45.869057;112.430000;421.105408;9.760509;30.975046
2019-05-22;44.930046;112.470001;418.702667;9.503152;29.609373
2019-05-23;44.163101;109.900002;413.697021;9.388772;29.193733
2019-05-24;43.993488;109.849998;415.479950;9.369707;28.867161
2019-05-28;43.811584;111.790001;409.330170;9.322048;28.431726
2019-05-29;43.602642;110.080002;408.014374;9.255326;28.115049
2019-05-30;43.828793;111.410004;406.736725;9.283922;27.877542
2019-05-31;43.034817;109.750000;396.220001;9.074224;26.947298
2019-06-03;42.599720;105.519997;400.358032;9.160008;26.917612
2019-06-04;44.158184;108.730003;414.307190;9.455493;28.817678
2019-06-05;44.871044;110.769997;420.955658;9.322048;30.044806
2019-06-06;45.529827;111.779999;421.993286;9.293454;30.064596
2019-06-07;46.741699;114.019997;426.681702;9.302985;30.598989
2019-06-10;47.339031;115.620003;426.393524;9.360175;30.440653
2019-06-11;47.887196;114.599998;425.730560;9.455493;30.262520
2019-06-12;47.734787;114.500000;428.737762;9.388772;30.777124
2019-06-13;47.724957;115.720001;430.688080;9.588937;32.746464
2019-06-14;47.378368;116.169998;429.429535;9.512683;32.340721
